,alamat_jalan,batas_barat,batas_selatan,batas_timur,batas_utara,bujur,cagar_budaya_id,desa_kelurahan,kabupaten_kota,kecamatan,kode_pengelolaan,lintang,nama,nomor_penetapan,pemilik,pengelola,propinsi,tanggal_penetapan
834,-,,,,,130.6883460,8FFF1B53-050A-4A5A-A072-5B9A4BDD9F74,Keting,Kab. Seram Bagian Timur,Kec. Seram Timur,KB000579,-3.4180740,Benteng Kasongat,-,,,Prop. Maluku,
835,-,,,,,128.7420700,F0480CEC-1759-4D6A-AEC3-42B7A59829A2,Samasuru Peilohi,Kab. Maluku Tengah,Kec. Amahai,KB000564,-3.1462580,Benteng Kasongat,-,,,Prop. Maluku,
836,-,,,,,129.8975000,1600492D-1D21-43A5-93D8-AE90BE68E419,Neira,Kab. Maluku Tengah,Kec. Banda,KB000551,-4.5280560,Benteng Nasau,-,,,Prop. Maluku,
837,-,Kantor Kecamatan Banda Batu,Jalan Pantai,Puskesmas dan Kantor Pos,Jl. Bung Hatta,129.8975590,750A7022-7A72-403C-A520-4F0FBCD60E89,Nusantara,Kab. Maluku Tengah,Kec. Banda,KB000611,-4.5281260,Benteng Nassau,013/M/1999,Negara,-,Prop. Maluku,1999-01-12 00:00:00.000
838,-,,,,,126.3179420,1135013B-2028-436C-8D66-ED387A8A196A,Nawali,Kab. Buru,Kec. Airbuaya,KB000581,-3.0991840,Benteng Nawali,-,,,Prop. Maluku,
839,-,,,,,128.4644510,1092C5DE-8E15-489D-B9C4-8AECFEBD5042,Haruku,Kab. Maluku Tengah,Kec. Pulau Haruku,KB000549,-3.5490590,Benteng New Zelandia,-,,,Prop. Maluku,
840,-,Selat Ambon,Lahan Kosong,"Jalan Desa, Permukiman","Jalan Desa, Permukiman",128.4195280,1D7E5E61-9948-47BC-9460-6431EACC0613,Haruku,Kab. Maluku Tengah,Kec. Pulau Haruku,KB000513,3.6054720,Benteng Nieuw Zeelandia/ Benteng Haruku,PM.11/PW.007/MKP/2010,Departemen Kebudayaan dan Pariwisata,-,Prop. Maluku,2010-01-08 00:00:00.000
841,-,Kantor Gubernur,Pertokoan,Pantai Losari,Ruko/Pertokoan,128.1816210,8398C754-1B68-47EB-B822-F8E076A6188F,-,Kota Ambon,Kec. Sirimau,KB000507,-3.6916500,Benteng Niew Victoria,PM.31/PW.007/MKP/2008,Pemerintah Provinsi Maluku,-,Prop. Maluku,2008-05-23 00:00:00.000
842,-,,,,,129.9298450,3B9A98E9-8FE6-45EB-A837-7B92302EEF5F,P. Ay,Kab. Maluku Tengah,Kec. Banda,KB000554,-4.5528540,Benteng Revengi,-,,,Prop. Maluku,
843,-,,,,,127.9412590,2C83A7C0-C2E9-4298-AFFC-663C221DE0EB,Larike,Kab. Maluku Tengah,Kec. Leihitu,KB000528,-3.7107180,Benteng Roterdam,-,,,Prop. Maluku,
844,-,,,,,132.7800440,63F90099-6A89-45FC-BF66-98D6EFEA551E,Damar ,Kab. Maluku Tenggara,Kec. Kei Kecil,KB000592,-5.9121630,Benteng Samil-Famas,-,,,Prop. Maluku,
845,-,,,,,127.1795210,BC329FC5-2730-4C3A-87ED-787F3E558079,Masawoi,Kab. Buru Selatan,Kec. Ambalau,KB000582,-3.8282890,Benteng Selati,-,,,Prop. Maluku,
846,-,,,,,128.5937860,C9489446-447B-417D-97BB-0C8A09D048BD,Kambelo,Kab. Seram Bagian Barat,Kec. Seram Barat,KB000571,-3.4186930,Benteng Vissingen,-,,,Prop. Maluku,
847,-,,,,,127.1467190,805D8D74-2331-4C01-98E6-02B5392A44F2,Wonreli,Kab. Maluku Barat Daya,Kec. Pulau-pulau Terselatan,KB000595,-8.0447680,Benteng Volen Haven,-,,,Prop. Maluku,
848,-,,,,,126.4274220,D8172E40-2519-4CEC-8FA4-4637F752B10F,Tifu,Kab. Buru Selatan,Kec. Leksula,KB000584,-3.7321910,Benteng Waelua,-,,,Prop. Maluku,
849,-,,,,,126.5387800,664DB588-7F98-40C4-80F8-B145DEC59B9E,Leksula,Kab. Buru Selatan,Kec. Leksula,KB000583,-3.7884710,Benteng Waelusu,-,,,Prop. Maluku,
850,-,,,,,128.0737600,B40A5645-0231-4A28-ADA5-749058C7900B,Kaitetu,Kab. Maluku Tengah,Kec. Leihitu,KB000533,-3.6185530,Benteng Wawane,-,,,Prop. Maluku,
851,-,,,,,127.9891280,519E79FB-1A8F-44D9-88D9-81F778AE51CF,Negeri Lima,Kab. Maluku Tengah,Kec. Leihitu,KB000527,-3.6548070,Blok Huis Hearlem,-,,,Prop. Maluku,
852,-,,,,,128.2539280,749F9E92-54AF-4834-92AB-18127EFA3C6C,Passo,Kota Ambon,Kec. Baguala,KB000524,-3.6310640,Blook Huis Medelburg,-,,,Prop. Maluku,
853,-,,,,,131.5698890,61231048-A46F-482B-88F3-A0CCC3D1D53C,Sangliat Dol,Kab. Maluku Tenggara Barat,Kec. Tanimbar Selatan,KB000607,-7.6789720,Fnit Bati ,-,,,Prop. Maluku,
854,-,,,,,129.8981180,73CAAC9D-A82C-4AD5-9927-C4804D1B08FA,Neira,Kab. Maluku Tengah,Kec. Banda,KB000570,-4.5261890,Gedung Societeit,-,,,Prop. Maluku,2016-05-24 15:54:40.003
855,-,Jalan Ribon dan Rumah Penduduk,Tanah Milik LJF Tarumasely,Tanah Milik LJF Tarumasely,Tanah Milik Yasiyoli dan Ibu Mothe Agustine,128.6929060,9FFD396D-080A-4351-B438-167C48BBDA4F,"Ameth, Pulau Nusalaut",Kab. Maluku Tengah,Kec. Saparua,KB000615,-3.5351190,Gereja Beth Eden,013/M/1999,Desa Ameth (dikuasai Negara),-,Prop. Maluku,1999-01-12 00:00:00.000
856,-,,,,,128.1836110,0C2FCADE-F28E-4195-B2D4-BDEB042CBC55,-,Kota Ambon,Kec. Sirimau,KB000523,-3.6936110,Gereja Maranatha,-,,,Prop. Maluku,
857,-,,,,,127.9434960,4C5F6800-4EFA-46E0-B76E-C1272649AD53,Pati,Kab. Maluku Barat Daya,Kec. Moa Lakor,KB000605,-8.1489010,Gereja Tua,-,,,Prop. Maluku,
858,-,,,,,127.1612250,98380D6F-EBC6-401B-A701-F70CA30A2A3B,Wonreli,Kab. Maluku Barat Daya,Kec. Pulau-pulau Terselatan,KB000596,-8.0753640,Gereja Tua,-,,,Prop. Maluku,
859,-,,,,,128.7420700,5CA28350-3CFE-403C-8F70-0B0FF4508513,Samasuru Peilohi,Kab. Maluku Tengah,Kec. Amahai,KB000563,-3.1462580,Gereja Tua,-,,,Prop. Maluku,
860,-,,,,,126.7338390,925DEBBC-EEC7-418A-98FE-878FACD6A841,Tifu,Kab. Buru Selatan,Kec. Leksula,KB000585,-3.8436860,Gereja Tua,-,,,Prop. Maluku,
861,-,,,,,132.6971670,A70E4F36-CBE2-4D43-B388-8366D960E77F,Evu,Kab. Maluku Tenggara,Kec. Kei Kecil,KB000591,-5.9127920,Gereja Tua Bethania,-,,,Prop. Maluku,
862,-,,,,,128.1944440,681FE383-2171-4C0C-B7BB-AADDB44F4F4A,-,Kab. Maluku Tengah,Kec. Leihitu,KB000530,-3.6938890,Gereja Tua Hila-Imanuel,-,,,Prop. Maluku,
863,-,,,,,128.2536250,B498C84F-7071-4024-BB7E-E6E2B5863E8C,Passo,Kota Ambon,Kec. Baguala,KB000525,-3.6302430,Gereja Tua Menara Imam,-,,,Prop. Maluku,
864,-,,,,,129.8723750,92F57289-6630-4281-A523-B206C5D61AE8,Neira,Kab. Maluku Tengah,Kec. Banda,KB000555,-4.5181580,Gereja Tua Neira,-,,,Prop. Maluku,
865,-,,,,,128.6975480,F8EBBA0F-DD78-49DE-9568-660AFC59B96D,Noloth,Kab. Maluku Tengah,Kec. Saparua,KB000544,-3.5010900,Gereja Tua Noloth,-,,,Prop. Maluku,
866,-,Permukiman,Laut,Permukiman,Jalan Sultan Syahrir,129.9031020,93973978-1FC1-4C5D-B554-43D4CB0D9B37,Naera,Kab. Maluku Tengah,Kec. Banda,KB000512,-4.5293290,Istana Mini,PM.31/PW.007/MKP/2008,Pemerintah Provinsi Maluku,-,Prop. Maluku,2008-05-23 00:00:00.000
867,-,,,,,129.8723750,955DF1BC-78DD-4135-ADC0-075C81ED84B3,Neira,Kab. Maluku Tengah,Kec. Banda,KB000567,-4.5181580,Jembatan VOC,-,,,Prop. Maluku,
868,-,,,,,129.8723750,C048DAED-C55B-4F5E-9C43-1A7C8880DFEB,Neira,Kab. Maluku Tengah,Kec. Banda,KB000566,-4.5181580,Komplek Istana Mini,-,,,Prop. Maluku,
869,-,,,,,128.4374640,8D56BEDB-63FF-4A79-9E38-3CD0CC2F98D1,Rohomoni,Kab. Maluku Tengah,Kec. Pulau Haruku,KB000545,-3.5632790,Komplek Makam Tua Rohomoni,-,,,Prop. Maluku,
870,-,,,,,128.1544360,49FA37F3-A4DF-48A4-A3B2-5B9C9A0FBDAE,Air Silobar,Kota Ambon,Kec. Nusaniwe,KB000518,-3.7106820,Kubu Pertahanan Air Salobar,-,,,Prop. Maluku,
871,-,,,,,128.6909660,1EB2E92F-5561-4C34-861C-642ED2F8B5C8,Iha,Kab. Maluku Tengah,Kec. Saparua,KB000537,-3.5084250,Kubu Pertahanan Amaihal,-,,,Prop. Maluku,
872,-,,,,,127.9354090,59D5A02B-22DE-451E-BE9F-8FF66E239396,Kambelo,Kab. Seram Bagian Barat,Kec. Seram Barat,KB000572,-3.1796290,Kubu Pertahanan Hardeuberg,-,,,Prop. Maluku,
873,-,,,,,128.2085790,D8292E13-9435-4024-97EF-2E112C2DFBDA,Lumoli,Kab. Seram Bagian Barat,Kec. Seram Barat,KB000574,-3.0798330,Kubu Pertahanan Hatumete,-,,,Prop. Maluku,
874,-,,,,,128.1689390,92DBB0CB-5685-4059-B1E4-1199658CA304,Kaibobu,Kab. Seram Bagian Barat,Kec. Seram Barat,KB000573,-3.2205550,Kubu Pertahanan Kaibobu,-,,,Prop. Maluku,
875,-,,,,,128.0960020,A0DE3FE4-E7A1-426C-864D-A5C5F4393859,Silale,Kota Ambon,Kec. Nusaniwe,KB000519,-3.7854570,Kubu Pertahanan Latuhalat,-,,,Prop. Maluku,
876,-,,,,,128.6372350,79D499FB-8578-4819-8D1F-307BF09C13F4,Tiouw,Kab. Maluku Tengah,Kec. Saparua,KB000540,-3.5536420,Kuburan Letnan de Haas,-,,,Prop. Maluku,
877,-,,,,,132.9936910,AD9A49AB-3033-4617-A71E-E033353BB9F2,Faan,Kab. Maluku Tenggara,Kec. Kei Besar,KB000589,-5.6613790,Kuburan Raja Faan VIII,-,,,Prop. Maluku,
878,-,,,,,126.5420560,E1B4595E-F571-4471-9F90-AF896A528825,Wamkana,Kab. Buru Selatan,Kec. Leksula,KB000588,-3.7861890,Lukisan Gua Prasejarah,-,,,Prop. Maluku,
879,-,,,,,128.0079620,D27D3229-B493-4C1D-85DD-273F6EFCDE4A,Tomwawan,Kab. Maluku Barat Daya,Kec. Moa Lakor,KB000604,-8.2597240,Lutur Batu,-,,,Prop. Maluku,
880,-,,,,,127.7213680,25B902EF-D487-4FA5-AD8C-3020F062C731,Tutukei,Kab. Maluku Barat Daya,Kec. Pulau Letti,KB000601,-8.2092290,Lutur Batu,-,,,Prop. Maluku,
881,-,,,,,127.6673760,8CCCAC9B-61EC-4589-8649-8750AA7DF106,Batmiaw,Kab. Maluku Barat Daya,Kec. Pulau Letti,KB000600,-8.1709870,Lutur Batu,-,,,Prop. Maluku,
882,-,,,,,131.4395170,878937EA-93C4-4DA3-AAAC-F3F9A311D218,Sangliat Dol,Kab. Maluku Tenggara Barat,Kec. Tanimbar Selatan,KB000609,-7.8123390,Lutur Sori,-,,,Prop. Maluku,
883,-,,,,,128.1885990,A7FABE2B-09DE-4BBC-892A-5E5362EA19EE,Karpan,Kota Ambon,Kec. Sirimau,KB000526,-3.6945690,Makam Josep Cham,-,,,Prop. Maluku,
884,-,,,,,127.2021040,A874DFBF-33FC-44EE-A597-483D94B50CDB,Masawoi,Kab. Buru Selatan,Kec. Ambalau,KB000586,-3.8893410,Masjid Tua,-,,,Prop. Maluku,
885,-,,,,,130.7521860,20B0CF31-728D-4701-B00A-D9056598606E,Bitorik,Kab. Seram Bagian Timur,Kec. Seram Timur,KB000577,-3.7814500,Masjid Tua,-,,,Prop. Maluku,
886,-,,,,,132.7369890,29D47CCC-F68E-4305-A01D-8AE438DCD9E3,Tayando,Kab. Maluku Tenggara,Kec. Kei Kecil,KB000590,-5.9460920,Masjid Tua,-,,,Prop. Maluku,
887,-,,,,,131.3890580,8093B322-63F2-49F6-BF01-62E3F8E44392,Kataloka,Kab. Seram Bagian Timur,Kec. Seram Timur,KB000578,-4.0045720,Masjid Tua (Giro Gajah),-,,,Prop. Maluku,
888,-,,,,,128.1776200,1D01B196-F9A1-46AF-BF61-91C3BA792ABA,-,Kota Ambon,Kec. Sirimau,KB000522,-3.6976490,Masjid Tua Djami,-,,,Prop. Maluku,
889,-,,,,,128.4374640,168E9C26-1165-47AD-923C-A6D98A89927C,Rohomoni,Kab. Maluku Tengah,Kec. Pulau Haruku,KB000542,-3.5632790,Masjid Tua Rohomoni,-,,,Prop. Maluku,
890,-,,,,,128.0855560,D797A1C7-F329-4578-AAA9-EE49B0A67777,Kaitetu,Kab. Maluku Tengah,Kec. Leihitu,KB000529,-3.5819440,Masjid Wapaue,-,,,Prop. Maluku,
891,-,,,,,127.9438300,EE075063-1D90-4164-AF95-B8898BFD95DB,Klis,Kab. Maluku Barat Daya,Kec. Moa Lakor,KB000603,-8.2190140,Mesbah Batu,-,,,Prop. Maluku,
892,-,,,,,131.5265610,4CE97A70-AB61-43B0-AECD-DFBC5652E21C,Sangliat Dol,Kab. Maluku Tenggara Barat,Kec. Tanimbar Selatan,KB000608,-7.7273720,Nafar Sori,-,,,Prop. Maluku,
893,-,,,,,127.8700530,DE50E379-2060-4903-9B86-D9E7F210F212,Klis,Kab. Maluku Barat Daya,Kec. Moa Lakor,KB000602,-8.2122640,Pahatan Batu,-,,,Prop. Maluku,
894,-,,,,,129.8983660,D20CDEA7-AE20-4CB1-AC5A-2AD72EF88E5C,Neira,Kab. Maluku Tengah,Kec. Banda,KB000568,-4.5291560,Patung Willem III,-,,,Prop. Maluku,
895,-,,,,,127.1703000,BE942976-20D2-4F2D-8382-48A71D91CB9A,Wonreli,Kab. Maluku Barat Daya,Kec. Pulau-pulau Terselatan,KB000597,-8.0287820,Piramida,-,,,Prop. Maluku,
896,-,,,,,129.8723750,5C4F3FEE-5F06-4A6A-984A-DD7D660A1C22,Neira,Kab. Maluku Tengah,Kec. Banda,KB000557,-4.5181580,Rumah Budaya Banda,-,,,Prop. Maluku,
897,-,,,,,129.8723750,83971168-439E-4529-B8D6-2006ACCE3349,Neira,Kab. Maluku Tengah,Kec. Banda,KB000565,-4.5181580,Rumah Kapten Cole,-,,,Prop. Maluku,
898,Muhammad Hatta,Permukiman,Jalan Cipto Mangunkusumo,Permukiman,Benteng Belgica,129.9018200,00BD158A-669B-468C-9DB4-AF49E4FA5C8C,Naera,Kab. Maluku Tengah,Kec. Banda,KB000510,-4.5242950,Rumah Pengasingan Bung Hatta,PM.31/PW.007/MKP/2008,Pemerintah Provinsi Maluku,-,Prop. Maluku,2008-05-23 00:00:00.000
899,-,,,,,129.8723750,5370E44C-9D6E-4CCF-BA97-E4DAEF95CA6A,Neira,Kab. Maluku Tengah,Kec. Banda,KB000558,-4.5181580,Rumah Pengasingan Bung Syahril,-,,,Prop. Maluku,
900,-,,,,,129.8723750,8FEDCE51-554E-4583-A3CB-89E90577B897,Neira,Kab. Maluku Tengah,Kec. Banda,KB000560,-4.5181580,Rumah Pengasingan Dr. Cipto,-,,,Prop. Maluku,
901,-,Permukiman Penduduk,Permukiman Penduduk,Permukiman Penduduk,Permukiman Penduduk,129.8795920,63FFDD5D-C744-4C1D-A8F6-B31018BFC0CF,Dwiwarna,Kab. Maluku Tengah,Kec. Banda,KB000511,-4.5483390,Rumah Pengasingan Dr. Cipto Mangunkusumo,PM.31/PW.007/MKP/2008,Pemerintah Provinsi Maluku,-,Prop. Maluku,2008-05-23 00:00:00.000
902,-,,,,,129.8723750,EAE7A024-A4F8-45A7-A487-47B4B4B5AA79,Neira,Kab. Maluku Tengah,Kec. Banda,KB000559,-4.5181580,Rumah Pengasingan Mr. Iwa,-,,,Prop. Maluku,
903,-,,,,,127.7372750,D61987BC-C029-4B57-A0E3-034E6EF5AAD7,Nuwewang,Kab. Maluku Barat Daya,Kec. Pulau Letti,KB000599,-8.2103000,Rumah Tua,-,,,Prop. Maluku,
904,-,,,,,128.4456110,BE47F966-20A5-4BD9-857C-0466A858F6AB,Kabauw,Kab. Maluku Tengah,Kec. Pulau Haruku,KB000546,-3.5513720,Rumah Tua Herman Vanspeult,-,,,Prop. Maluku,
905,-,,,,,128.7106240,1688ED66-1F93-4324-AC10-0B145388E8DB,Tuhaha,Kab. Maluku Tengah,Kec. Saparua,KB000538,-3.5586110,Situs Gunung Saniri,-,,,Prop. Maluku,
906,-,,,,,128.2208333,6BD2111E-C15E-426F-92FB-5244CB2C9D48,Soya,Kota Ambon,Kec. Sirimau,KB000517,-3.7122220,Situs Gunung Sirimau,-,,,Prop. Maluku,
907,-,,,,,128.9717890,35390F7A-F1D6-40C3-A367-C29F812B548A,Wahai,Kab. Maluku Tengah,Kec. Amahai,KB000575,-3.3012080,Situs Lukisan Cadas,-,,,Prop. Maluku,
908,-,,,,,132.7897880,59BF0F81-E2FA-4F98-AFE6-91EA801B5241,Ohoikatavun,Kab. Maluku Tenggara,Kec. Kei Kecil,KB000593,-5.7995520,Situs Lukisan Ohoiden Tawun,-,,,Prop. Maluku,
909,-,,,,,129.8723750,56E21E77-B2FC-4E4C-AA57-208E4DEA09E6,Neira,Kab. Maluku Tengah,Kec. Banda,KB000561,-4.5181580,Situs Perigi Laci,-,,,Prop. Maluku,
910,-,,,,,128.6477420,8084C3C0-4181-4EF0-89FA-715D99F21987,Paperu,Kab. Maluku Tengah,Kec. Saparua,KB000541,-3.5924050,Situs Waesisil,-,,,Prop. Maluku,
911,-,,,,,129.8793410,3E83B8B2-1060-4892-823F-7029D59B76E0,Lonthor,Kab. Maluku Tengah,Kec. Banda,KB000569,-4.5484470,Tangga Batu,-,,,Prop. Maluku,
912,-,,,,,128.1739030,90681B70-AB48-49E9-A535-4CF9D4667AB8,Kudamati,Kota Ambon,Kec. Nusaniwe,KB000520,-3.7068120,Tugu Doland,-,,,Prop. Maluku,
913,-,Tegalan,Tegalan,Sungai Wos,Tegalan,115.2452810,80E848ED-DCD0-41A1-AFFF-BDBAC06A1AF7,Singakerta,Kab. Gianyar,Kec. Ubud,KB001526,-8.5294920,Candi Tebing Jukut Paku,PM.85/PW.007/MKP/2011,Desa Adat Singakerta,-,Prop. Bali,2011-10-17 00:00:00.000
914,-,Jalan,Permukiman,Permukiman,Jalan,115.3031390,1CEE099C-A5F7-4EED-B9D6-9AB5C14D00E7,Buruan,Kab. Gianyar,Kec. Blahbatuh,KB001521,-8.5459900,Gunung Pura Penataran Batan Pakel Yang Loni,PM.85/PW.007/MKP/2011,Tempekan Yang Yoni (Kelompok Masyarakat),-,Prop. Bali,2011-10-17 00:00:00.000
915,-,Permukiman,Jalan,Jalan,Permukiman,115.4509370,636C8058-3894-470E-B070-0322EE6A2ADE,Besakih,Kab. Karang Asem,Kec. Rendang,KB001524,-8.3743880,Pura Besakih,PM.85/PW.007/MKP/2011,Perorangan,-,Prop. Bali,2011-10-17 00:00:00.000
916,-,Sawah,Sawah,Pura Dalem,Sawah,115.2774110,B222654A-6FAD-4D87-822E-8959A8BA3C29,Batuan,Kab. Gianyar,Kec. Sukawati,KB001530,-8.5816000,Pura Botoan,PM.85/PW.007/MKP/2011,Perorangan,-,Prop. Bali,2011-10-17 00:00:00.000
917,-,Jalan Raya,"Sawah, tanah lapang",Sawah,"Sawah, tegalan",115.2902890,BF0FA2B2-5EB0-4BE3-B9B4-12D3F19412F1,Pejeng,Kab. Gianyar,Kec. Ubud,KB001527,-8.5014100,Pura Dalem,PM.85/PW.007/MKP/2011,Masyarakat (Banjar Adat Sembuwuk),-,Prop. Bali,2011-10-17 00:00:00.000
918,-,Tegalan,Tegalan,Jalan,Sawah,115.2768440,5153257F-D543-426A-9BDC-6D66F5DD05C8,Celuk,Kab. Gianyar,Kec. Sukawati,KB001523,-8.6008590,Pura Dalem Celuk,PM.85/PW.007/MKP/2011,Desa Adat Celuk,-,Prop. Bali,2011-10-17 00:00:00.000
919,-,Jalan Raya Peliatan,Pura Pusek,Permukiman,Pura Tanjung Puri,115.2696140,E59F55F3-6F05-4C6C-A9E4-BA41EBCB33D7,Peliatan,Kab. Gianyar,Kec. Ubud,KB001515,-8.5218730,Pura Desa Peliatan,PM.85/PW.007/MKP/2011,Desa Adat Peliatan,-,Prop. Bali,2011-10-17 00:00:00.000
920,-,Sungai dan Jalan ke Menuh,Persawahan,"Tanah I Gusti Raji, Tanah I Gusti Ni Cenik, Tanah Wayan Suandi",Persawahan,115.2868390,3C3A6D39-7019-49B6-A444-6BB46D1EED06,Bedahulu ,Kab. Gianyar,Kec. Blahbatuh,KB000038,-8.5237660,Pura Goa Gajah (Zona I),131/M/1998,Pura dan Penduduk,-,Prop. Bali,1998-06-16 00:00:00.000
921,-,,,,,115.2868390,1EB046A6-568A-4004-960C-FD6FD4CAA86C,Bedahulu ,Kab. Gianyar,Kec. Blahbatuh,KB000037,-8.5237660,Pura Goa Gajah (Zona II),Kepmen Nomor : 131/ M/ 2000,,,Prop. Bali,
922,-,Permukiman,Tegalan,Sungai Pakerisan,Tegalan,115.3117096,98A9AC8E-295E-43EE-B48B-01964DDE61EA,Celuk,Kab. Gianyar,Kec. Sukawati,KB001522,-8.5436073,Pura Gunung Sari Celuk,PM.85/PW.007/MKP/2011,Desa Adat Celuk,-,Prop. Bali,2011-10-17 00:00:00.000
923,-,Jalan,Tegalan,Tegalan,Permukiman,115.2925820,A7142C31-E90C-452D-B4BA-5CEA20DDE925,Pejeng,Kab. Gianyar,Kec. Ubud,KB001533,-8.5176910,Pura Kebo Edan,PM.85/PW.007/MKP/2011,Perorangan,-,Prop. Bali,2011-10-17 00:00:00.000
924,-,Jalan,"Tegalan, Lapangan Voli",Tegalan,Jalan Setapak,115.3037280,8D5D765E-63D0-4257-BC06-105D12734AAE,Sanding,Kab. Gianyar,Kec. Tampak siring,KB001520,-8.4625290,Pura Masceti Sanding,PM.85/PW.007/MKP/2011,Dusun Sanding Gianyar,-,Prop. Bali,2011-10-17 00:00:00.000
925,-,Sawah Telabah dan Jalan ke Tirta Empul,Sawah Penduduk,Sungai Tukad Perkisan,Lahan Penduduk,115.3119420,5183DC68-B00C-43A1-BC4F-E10933ABC9E9,Tampaksiring,Kab. Gianyar,Kec. Tampak siring,KB000035,-8.4201590,Pura Mengening (Zona I),131/M/1998,Pura dan Penduduk,-,Prop. Bali,1998-06-16 00:00:00.000
926,-,,,,,115.3119420,CF054628-FFD8-40D8-A2E0-F165518EF624,Tampaksiring,Kab. Gianyar,Kec. Tampak siring,KB000036,-8.4201590,Pura Mengening (Zona II),Kepmen Nomor : 131/ M/ 2000,,,Prop. Bali,
927,-,Rumah Penduduk,Jalan,Jalan,Jalan,115.3211220,41BCD500-9A46-44A1-9A6F-22065F7E17C0,Keramas,Kab. Gianyar,Kec. Blahbatuh,KB001529,-8.5686680,Pura Panti Keramas,PM.85/PW.007/MKP/2011,Perorangan,-,Prop. Bali,2011-10-17 00:00:00.000
928,-,Sungai Pakerisan dan Tegalan I Ketut Sarda,Sawah I Ketut Mustika dan Sawah I Wayan Periksa,Jl. Raya Gianyar dan Ke Kintamani,Sawah dan Tegalan,115.3177730,1F89A2F9-A950-4902-BF60-579ED60EC47D,Manukaya,Kab. Gianyar,Kec. Tampak siring,KB000033,-8.4149850,Pura Pegulingan  (Zona I),131/M/1998,Pura dan Penduduk,-,Prop. Bali,1998-06-16 00:00:00.000
929,-,,,,,115.3177730,C5035BF4-4597-4412-AD4F-D38B6A7A75BD,Manukaya,Kab. Gianyar,Kec. Tampak siring,KB000034,-8.4149850,Pura Pegulingan  (Zona II),Kepmen Nomor : 131/ M/ 1999,,,Prop. Bali,
930,-,Jalan Raya,Sawah,Sawah,Sawah,115.2936560,736921F2-4DA9-4979-958E-0844ED836E78,Pejeng,Kab. Gianyar,Kec. Ubud,KB001532,-8.5137080,Pura Penataran,PM.85/PW.007/MKP/2011,Desa Adat Laplapan,-,Prop. Bali,2011-10-17 00:00:00.000
931,-,,,,,115.2926470,0146CF18-7319-409F-93E8-F5535C549E48,Desa Sawo Gunung,Kab. Gianyar,Kec. Tampak siring,KB000039,-8.5107920,Pura Pengukur-ukuran,131/M/1998,-,-,Prop. Bali,1998-06-16 00:00:00.000
932,-,Sawah,Sawah,Sawah,Sawah,115.2655790,E8E817D3-1514-45F7-B497-2A6CD3B48E88,Lodtunduh,Kab. Gianyar,Kec. Ubud,KB001528,-8.4959030,Pura Pusek Mawang,PM.85/PW.007/MKP/2011,Desa Adat Mawang,-,Prop. Bali,2011-10-17 00:00:00.000
933,-,Pura Penataran,"Tegalan, permukiman",Pura Gaduh,Sawah,115.2011700,000EFCBD-9A63-4071-8DFE-D1714A0F7DCF,Darmasaba,Kab. Badung,Kec. Abiansemal,KB001531,-8.5868030,Pura Pusek Sanding,PM.85/PW.007/MKP/2011,Desa Adat Sanding,-,Prop. Bali,2011-10-17 00:00:00.000
934,-,Jalan Raya,Tegalan,Tegalan,Permukiman,115.3477450,531DE6A9-E968-4A14-B9CA-FA71F412DB6F,Sidan,Kab. Gianyar,Kec. Gianyar,KB001519,-8.5272570,Pura Pusek Sidan,PM.85/PW.007/MKP/2011,Masyarakat (Desa Adat Sidan),-,Prop. Bali,2011-10-17 00:00:00.000
935,-,Sungai,Sawah,Sungai,Tegalan,115.3399030,EB7808F2-8704-466B-AC91-D4B9BED677BF,Lebih,Kab. Gianyar,Kec. Gianyar,KB001517,-8.5600010,Pura Sibi Agung,PM.85/PW.007/MKP/2011,Desa Adat Kesian,-,Prop. Bali,2011-10-17 00:00:00.000
936,-,Sungai Kecil,Sawah,Sawah,Sawah,115.3384950,04C3F14B-14CE-4202-B99D-D4EBFCC5301B,Tegal Tugu,Kab. Gianyar,Kec. Gianyar,KB001518,-8.5529910,Pura Sibi Alit,PM.85/PW.007/MKP/2011,Perorangan (Jro Mangku Likut),-,Prop. Bali,2011-10-17 00:00:00.000
937,-,Tegalan,Tegalan,"Sungai, tegalan",Jalan,115.1972300,D5FEFE4B-3F40-4039-BED8-57F6D3B893FE,Perean,Kab. Tabanan,Kec. Baturiti,KB001525,-8.4293890,Pura Yeh Gangga,PM.85/PW.007/MKP/2011,Desa Adat Perean,-,Prop. Bali,2011-10-17 00:00:00.000
938,WR Supratman,Jalan Surabi,Jalan WR Supratman,Permukiman,Permukiman,115.2401890,7E656885-5529-4A6F-95D5-DF3A900BD004,Kesiman,Kota Denpasar,Kec. Denpasar Timur,KB000040,-8.6475640,Puri Agung Kesiman,PM.06/PW.007/MKP/2010,Keluarga Puri Agung Kesiman,Keluarga Puri Agung Kesiman,Prop. Bali,2010-01-08 00:00:00.000
939,-,Tegalan,Sungai,Sungai,Tegalan,115.3168020,B54E0B27-48A0-470B-9981-B9FCF0D7C84D,Bitera,Kab. Gianyar,Kec. Gianyar,KB001516,-8.5406970,Relief Bebitra,PM.85/PW.007/MKP/2011,Desa Adat Bitra,-,Prop. Bali,2011-10-17 00:00:00.000
